Nombre,Equipo,Posición,Liga,Fin de contrato,Lado,Pie bueno,Edad,Valor (€),Altura,GBE,Partidos,Minutos,Tarjetas Amarillas,Tarjetas Rojas,Distancia Media de Pases,Pases de la Muerte,Pases en Profundidad,% Pases Largos,Pases Largos Recibidos,Pases Largos Completados,% Pases al Área en Jugada,Pases,% Pases Último ⅓,% Pases hacia delante,% Pases en Juego en el Área Rival en su Equipo,Pases a Campo Contrario,Pases Recibidos Último ⅓,Pases Completados,% Contribución de Pase,Pases al Último ⅓ Completados,% Pases al Último ⅓,% Pases en Campo Contrario,% Pases en Campo Propio,% Pases,% Pases Adelante Completados,Pases Progresivos Completados,% Pases Progresivos,Pases Cortos Completados,% Paradas Atrapadas,Precisión en Centros (Interceptar),% Pases con la Mano,% Paradas Dentro del Área,% Paradas Fuera del Área,% Paradas,Remates por Gol,xG Recibido,Goles Evitados,xG Recibidos por Gol,xG Parados / xG Recibidos,Presión tras pérdida,Centros Interceptados,Remates Interceptados,Amplitud,Despejes,Acciones Defensivas,Distancia Defensiva,% Duelos Defensivos Ganados,Diferencia Distancia Defensiva con el Equipo,Duelos Defensivos,Duelos Perdidos,% Duelos Exitosos,Duelos,Faltas,% Faltas en Campo Propio,% Acciones Defensivas Altas,Presión Individual,Presión Individual Campo Rival,Intercepciones,Recuperaciones Rápidas,% Recuperaciones Rápidas,Recuperaciones,Recuperaciones en Campo Contrario,Tackles Intentados,Tackles con Éxito,Tackles/Fue Regateado,Tackles/Fue Regateado Último ⅓,Tackles/Fue Regateado ⅓,% Duelos por Bajo,Tackles/Fue Regateado ⅔,Distancia Media Remates,Finalización,Finalizacion xG a Puerta,Goles,Goles Fuera del Área,Remate de Cabeza por Centro,Remate de Cabeza por Tiro,Remates de Cabeza,Goles sin Penaltis,Fueras de Juego,% Remates a Puerta,% Remates a Puerta Fuera del Área,Remates,Tiros a puerta,Remates Fuera del Área,Remates por Goles sin Penaltis,xG,Construcción en su Equipo,Eficiencia xG,xG a Puerta,% xG en Juego en su Equipo,xG por Goles sin Penaltis,xG por Remate,Pérdidas,Pérdidas en Campo Propio,% Retención del Balón,% Retención del Balón en Campo Rival,Regates Intentados,Regates Intentados Último ⅓,% Regates Completados Último ⅓,Regates Intentados Campo Contrario,% Regates Completados Campo Contrario,Regates Intentados Campo Propio,% Regates Completados Campo Propio,Regates Completados Último ⅓,Regates Completados Campo Contrario,Regates Completados Campo Propio,Faltas Recibidas,Regates Completados,% Regates Completados,Toques,Toques en Área Rival,% Toques de Balón en el Área Rival en su Equipo,Asistencias,Progresión de Balón,Progresión de Balón con Conducción,Prog. de Balón Último ⅓,% Progr Balón Campo Rival en su Equipo,Progresión de Balón con Pase,Ocasiones Creadas,Ocasiones Creadas en Jugada,Entradas al Área,Pases Clave en Juego,Pases Completados al Área en Juego,Pases por cada Balón Largo,Pases Progresivos Recibidos,Pases Progresivos Recibidos Último ⅓,Pases Progresivos Recibidos en el Área,Pases Progresivos Recibidos en Campo Rival,Contribución Goleadora,Pases entre Líneas,Toques por Remate,xA de Centros,xA,xA en Jugada,xA en Jugada en su Equipo,xA a Balón Parado,Construcción xG,Construcción xG 5 pases,Construcción xG Último ⅓,Participación xG,Participación xG Último ⅓,Peligro Esperado (xT),xT Regates,xT en Juego,xT en Juego en su Equipo,xT Pases,xT Pases por 100 Pases,Duelos Aéreos Defensivos,% Duelos Aéreos Defensivos Ganados,Eficiencia Aérea,Duelos Aéreos Ofensivos,% Duelos Aéreos Ofensivos,Duelos Aéreos,% Duelos Aéreos Ganados Área Rival,% Duelos Aéreos Ganados Área Propia,Duelos Aéreos Totales Campo Rival,Duelos Aéreos Ganados en AR,% Duelos Aéreos Ganados Campo Rival,Duelos Aéreos Ganados en AP,Duelos Aéreos Ganados,% Duelos Aéreos Ganados,Duelos Aéreos Defensivos Ganados,Duelos Aéreos Ofensivos Ganados,Centros Completados,Centros Completados en Jugada,Eficiencia de Centros,Centros,Centros al Área Pequeña,% Centros Completados,% Centros Completados en Jugada,Conducción y Asistencia,Progreso Medio de Conducciones,Distancia Media de Conducción,Conducciones,% Conducciones,Conducción y Ocasión,Profundidad,Profundidad en el Último ⅓,Conducción y Gol,Conducciones Progresivas,Conducción y Tiro,Pérdidas de Balón,Pérdidas Peligrosas y Gol,Pérdidas Peligrosas,Pérdidas Peligrosas y Tiro,Secuencia acabada en gol,Secuencia acabada en tiro,Puntuación,Recuperaciones en Campo Propio,Faltas en Campo Propio,Faltas en Campo Rival,Centros en Jugada,Pases al Área en Juego,Pases Adelante,Pases Adelante Completados,Duelos Defensivos Ganados,Pases al Último ⅓,Pases Progresivos,Pases Largos,% Pases Largos del total,Pases Clave (Total),Ocasiones Creadas (Total),Duelos Aéreos Área Propia,Duelos Aéreos Área Rival,Pérdidas en Campo Rival,Fecha Ejecución,Rating,rank,Año fin contrato
Ademola Lookman,Atalanta,FW,ITA I 2024,Jun 26,Left,right,"27,0","55 000,0","174,0","39,0","19,0","1 385,0","2,0","0,0","13,8","2,86","1,43","43,9","1,1","1,17","43,1","0,8039867109634551","0,910112359550562","21,7","20,6","19,8","20,3","0,7550707998469193","34,2","13,7","75,6","77,8","88,7","0,7890625","66,7","3,12","15,1","13,3","0,0","0,15","100,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,07","0,0","0,0","3,05","0,07","3,12","60,4","24,4","18,4","2,66","5,72","0,625","0,7178423236514522","1,43","31,8","81,2","46,7","43,1","0,6","0,26","16,0","1,12","0,65","1,27","0,75","58,8","33,3","100,0","25,6","40,0","14,0","19,1","-23,57","0,65","0,07","3,6","8,51","0,26","0,58","1,36","0,789987271955876","33,3","0,7871621621621621","0,8053691275167786","0,58","5,22","0,7058823529411764","12,6","0,6000000000000001","0,28","26,4","0,73","0,38095238095238104","0,909620991253644","0,3312883435582823","85,3","84,7","5,85","0,8465346534653466","0,47500000000000003","5,59","47,7","0,26","50,0","0,7077363896848138","2,66","0,13","0,09171597633136092","2,79","47,8","58,5","1,0","30,1","0,33","8,64","4,48","6,3","7,1","4,16","2,08","1,17","5,07","0,8734177215189874","1,43","22,2","14,8","8,19","0,5407725321888412","11,4","0,97","0,07","19,1","0,1","0,24","0,6666666666666666","19,1","0,1","0,71","0,36","0,61","1,06","0,99","0,57","0,07","0,35","16,2","0,49","1,52","0,13","0,0","0,5","1,04","37,5","1,24","33,3","0,0","0,005903187721369538","0,13","0,5960154952960708","0,0","0,46","36,8","0,0","0,39","1,75","0,84","7,34","5,59","1,3","31,4","26,5","0,13","12,4","17,3","8,77","68,9","0,71","17,9","44,1","0,2","3,77","0,91","0,07","0,0","0,07","0,07","1,36","8,45","73,0","0,47","0,45","0,98","3,17","3,32","7,03","4,69","0,65","18,12","20,66","2,67","8,23","13,0","18,0","0,0","0,39","8,58",2025-01-31,"6,283657354413161","3,0","2 026,0"
p75dc_ITA I 2024,,Delantero,ITA I 2024,,,,"27,25","25 000,0","189,0","29,0","21,0","1 652,25","3,0","0,0","16,1","0,44","0,65","64,08","2,11","1,17","45,78","0,3395348837209303","0,7153558052434457","28,25","21,05","9,3","9,3","0,3187906620742442","9,74","6,1","71,77","75,65","86,58","0,68359375","60,82","2,2","23,55","6,31","0,0","0,33","100,0","0,0","0,0","100,0","1,0","0,0","0,0","0,0","0,0","0,41","0,08","0,05","3,12","0,18","3,58","61,32","46,22","22,82","3,78","6,31","0,6283783783783781","0,7360995850622407","1,58","31,05","80,18","43,58","38,67","0,52","0,22","17,97","1,17","0,64","1,5","1,1","83,38","81,42","93,18","44,65","88,38","16,12","20,0","46,1","0,42","0,05","11,75","29,7","0,57","0,35","0,62","0,8302927450148493","37,65","0,625","0,5906040268456376","0,62","12,82","0,588235294117647","12,65","0,5125","0,32","33,02","1,22","0,47619047619047616","0,19241982507288624","0,20858895705521474","84,43","84,12","3,79","0,4257425742574257","0,5695","3,21","56,28","0,49","76,25","0,40114613180515757","1,74","0,24","0,39349112426035504","1,98","57,08","33,5","0,40214477211796246","25,52","0,15","5,22","2,58","4,01","7,28","2,52","1,08","0,74","1,6","0,5949367088607596","0,74","28,67","9,56","4,64","0,5107296137339056","7,5","0,51","0,1","21,2","0,04","0,11","0,38888888888888884","20,2","0,03","0,37","0,21","0,27","0,62","0,54","0,19","0,04","0,16","12,3","0,14","0,88","0,88","54,78","2,73","4,89","41,35","5,78","46,25","67,32","0,4557260920897284","0,58","0,612617598229109","0,19","2,13","42,8","0,37","1,9","0,4","0,34","3,12","2,58","0,31","25,48","25,0","0,06","15,2","19,3","4,25","56,02","0,3","8,6","20,85","0,12","2,06","0,55","0,29","0,0","0,2","0,01","0,76","5,13","55,75","0,6","0,4","1,31","1,89","1,72","4,87","2,52","1,47","8,56","12,01","1,83","10,54","10,25","12,25","0,32","1,52","5,38",2025-01-31,"5,893704427367124","4,0",nan
Lautaro Martinez,Inter,FW,ITA I 2024,Jun 29,Left/Right,right,"27,0","100 000,0","174,0","42,0","19,0","1 624,0","0,0","0,0","16,2","0,06","0,67","65,5","1,22","1,05","44,0","0,30232558139534893","0,4157303370786516","24,3","9,09","8,42","7,98","0,25373134328358216","-2,17","4,93","66,4","71,4","79,0","0,54296875","59,2","1,88","18,5","5,54","0,0","0,3","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,55","0,0","0,0","2,77","0,0","3,55","57,5","47,5","16,3","3,38","3,71","0,7871621621621623","0,3609958506224067","1,27","21,7","75,0","41,8","37,3","0,54","0,22","10,8","1,74","0,67","1,94","1,74","89,7","85,7","100,0","50,0","87,5","12,3","16,7","-8,82","0,5","0,06","13,4","29,6","0,89","0,5","0,89","0,8302927450148493","44,4","0,7668918918918919","0,825503355704698","0,5","6,0","0,8823529411764706","6,56","0,375","0,34","31,8","1,04","0,5238095238095238","0,3542274052478134","0,5398773006134969","82,7","82,5","1,72","0,18976897689768976","0,545","1,5","51,9","0,22","75,0","0,19197707736389685","0,78","0,17","0,30177514792899407","0,94","54,8","32,1","0,3310991957104557","19,0","0,17","4,27","2,0","2,72","3,83","2,27","0,94","0,72","0,94","0,5063291139240508","0,61","12,2","8,59","4,1","0,5407725321888412","6,48","0,67","0,11","10,7","0,0","0,08","0,2777777777777778","9,07","0,02","0,33","0,21","0,23","0,85","0,78","0,12","0,02","0,12","6,08","0,1","0,55","0,5","33,3","0,99","1,88","38,2","2,38","41,7","40,0","0,09917355371900825","0,28","0,5683453237410072","0,11","0,89","37,2","0,17","0,72","0,0","0,0","0,55","0,55","0,28","0,0","0,0","0,0","13,1","17,2","3,82","50,7","0,28","6,87","16,6","0,17","1,72","0,39","0,39","0,0","0,11","0,0","1,11","5,99","58,0","1,07","0,28","0,99","0,0","1,39","4,2","2,49","1,61","7,42","10,16","1,6","9,27","10,0","13,0","0,28","0,67","4,43",2025-01-31,"5,815156917049864","5,0","2 029,0"
Charles De Ketelaere,Atalanta,FW,ITA I 2024,Jun 27,Right,left,"23,0","38 000,0","192,0","40,0","21,0","1 431,0","1,0","0,0","16,2","0,63","1,7","54,0","1,45","1,7","57,7","0,9534883720930234","0,9438202247191012","30,0","40,5","22,1","18,9","0,869881362418676","21,9","15,0","71,6","76,4","84,9","0,71484375","62,5","5,97","27,4","11,3","0,0","0,12","91,7","100,0","100,0","100,0","2,0","0,0","0,0","0,0","0,0","0,25","0,0","0,13","2,14","0,14","2,7","56,3","43,5","14,4","2,89","5,35","0,756756756756757","0,8091286307053942","1,01","6,25","72,1","41,8","38,4","0,36","0,06","3,7","1,15","0,57","1,57","1,15","72,7","66,7","66,7","42,1","85,7","11,2","20,0","30,4","0,31","0,0","11,0","44,0","0,69","0,31","0,13","0,9915146372507424","0,0","0,28716216216216217","0,4832214765100671","0,0","5,0","0,3529411764705882","10,7","0,47500000000000003","0,29","16,3","0,8","0,47619047619047616","0,9999999999999999","0,5828220858895705","84,0","83,4","4,84","0,5907590759075908","0,603","4,28","61,8","0,57","44,4","0,6303724928366762","2,64","0,25","0,28994082840236685","2,89","59,7","56,8","0,4798927613941019","19,1","0,25","10,9","3,77","8,74","9,47","7,17","1,7","1,2","3,9","0,9999999999999999","2,83","17,0","15,9","8,37","0,4892703862660944","13,1","0,57","0,38","36,1","0,06","0,24","1,0","29,6","0,05","0,56","0,29","0,45","0,78","0,63","0,39","0,03","0,38","18,5","0,36","0,97","0,5","50,0","3,16","3,46","49,1","4,09","65,2","50,0","0,29279811097992914","0,94","0,7620365246264527","0,06","2,08","50,8","0,25","1,7","1,01","1,01","3,96","2,96","0,38","34,0","34,0","0,13","11,5","18,1","8,87","59,6","0,63","12,8","37,2","0,13","3,71","0,38","0,06","0,0","0,38","0,0","1,01","6,29","72,0","0,58","0,06","0,95","2,97","4,9","11,07","6,92","1,26","20,95","21,79","3,15","8,53","15,0","19,0","0,12","1,44","8,79",2025-01-31,"5,566916755331822","6,0","2 027,0"
Moise Kean,Fiorentina,FW,ITA I 2024,Jun 29,Left/Centre,right,"24,0","30 000,0","183,0","26,0","20,0","1 810,0","3,0","0,0","15,4","0,25","0,2","61,5","1,94","0,4","54,5","0,0","0,4007490636704121","17,0","7,14","4,53","5,22","0,0","10,4","2,34","67,1","73,4","80,5","0,59765625","60,7","0,7","14,6","3,03","0,0","0,3","100,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,3","0,05","0,0","1,69","0,1","2,29","60,1","34,7","22,0","2,44","5,12","0,46621621621621623","0,39419087136929454","1,44","34,5","76,1","35,7","30,5","0,15","0,05","6,67","0,71","0,4","0,61","0,56","91,7","75,0","100,0","26,8","100,0","13,1","18,3","-11,68","0,6","0,0","11,7","18,3","0,55","0,55","1,74","0,7730165464573611","27,3","0,7635135135135136","0,7651006711409396","0,55","5,46","0,8627450980392157","10,9","0,45","0,36","47,0","0,93","0,5238095238095238","0,1005830903790087","0,20858895705521474","82,1","82,9","3,68","0,48844884488448836","0,525","3,33","52,2","0,35","57,1","0,45558739255014324","1,74","0,2","0,3284023668639053","1,94","52,7","21,6","0,3900804289544236","24,0","0,1","2,24","1,44","1,44","2,66","0,8","0,5","0,2","1,19","0,0","0,3","15,5","5,97","2,54","0,21888412017167383","4,58","0,7","0,05","7,25","0,0","0,06","0,1111111111111111","6,45","0,04","0,36","0,05","0,31","0,7","0,65","0,1","0,05","0,1","6,49","0,05","0,6","0,4","75,0","2,08","3,03","41,0","3,43","40,0","100,0","0,24675324675324672","0,2","0,5074709463198672","0,2","1,54","44,9","0,3","1,24","0,15","0,15","0,6","0,45","0,05","33,3","33,3","0,0","14,9","18,1","2,49","40,0","0,15","7,16","13,9","0,1","1,24","0,7","0,35","0,0","0,1","0,0","0,94","5,12","59,0","0,31","0,5","0,94","0,45","0,55","1,39","0,85","0,85","3,49","4,79","0,65","7,93","3,0","4,0","0,2","0,5","3,23",2025-01-31,"5,530327981977652","7,0","2 029,0"
Paulo Dybala,Roma,FW,ITA I 2024,Jun 26,Centre/Right,left,"31,0","8 000,0","177,0","29,0","19,0","1 242,0","2,0","0,0","17,3","1,88","1,3","65,5","0,94","4,13","44,0","1,0","0,5318352059925093","24,8","27,5","22,8","17,5","1,0","25,3","13,3","75,7","81,3","92,3","0,953125","70,2","6,81","24,2","11,2","0,0","0,0","100,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,14","0,0","0,0","2,32","0,0","2,1","48,7","34,6","10,4","1,88","3,77","1,0","0,7261410788381744","0,65","22,2","62,1","42,8","37,8","0,4","0,07","5,0","0,88","0,58","1,2","0,72","60,0","0,0","33,3","37,5","77,8","19,5","7,5","-14,37","0,36","0,07","1,33","2,5","0,07","0,22","0,36","0,5248196860415782","38,1","0,7364864864864865","0,5167785234899329","1,52","13,3","0,3725490196078431","14,3","0,35000000000000003","0,18","17,6","1,17","0,14285714285714285","0,6603498542274052","0,32515337423312884","88,0","86,7","4,13","0,4900990099009901","0,524","3,26","53,3","0,87","66,7","0,45558739255014324","1,74","0,58","1,0","2,32","56,1","63,3","0,4075067024128686","21,2","0,14","10,3","3,04","7,17","10,7","7,25","2,1","0,94","3,19","0,8227848101265823","1,59","7,83","12,6","5,72","0,3948497854077253","9,28","0,51","0,0","21,8","0,07","0,24","0,8333333333333333","29,2","0,09","0,67","0,48","0,42","0,97","0,77","0,48","0,04","0,32","18,4","0,44","1,14","0,14","0,0","0,7","1,3","44,4","1,45","0,0","0,0","0,04014167650531286","0,0","0,28426489577568714","0,0","0,58","40,0","0,0","0,58","1,38","0,51","5,36","3,99","0,8","34,5","26,9","0,0","15,2","18,7","5,14","69,0","0,22","8,77","30,7","0,14","2,32","0,43","0,07","0,0","0,22","0,0","1,16","8,33","72,0","0,3","0,14","0,51","1,9","3,61","9,5","6,67","0,65","17,57","28,14","6,31","16,46","11,0","13,0","0,0","0,0","6,88",2025-01-31,"5,42582664163318","8,0","2 026,0"
Taty Castellanos,Lazio,FW,ITA I 2024,Jun 28,Centre,right,"26,0","20 000,0","178,0","34,0","19,0","1 701,0","6,0","1,0","14,2","0,37","0,27","41,2","1,69","0,37","30,8","0,22259136212624586","0,910112359550562","31,2","7,77","6,72","9,58","0,1446613088404133","0,43","4,71","56,3","59,1","91,0","0,265625","40,9","1,59","24,5","4,66","0,0","0,42","50,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,32","0,11","0,0","2,49","0,18","3,44","66,9","30,7","25,2","3,97","7,09","0,20608108108108114","0,5601659751037344","1,69","15,6","90,8","45,9","43,4","0,48","0,37","24,1","1,08","0,74","1,26","0,72","57,1","60,0","50,0","22,6","55,6","15,0","7,58","-13,25","0,37","0,0","12,3","19,7","0,69","0,27","0,53","0,7242257106491302","35,0","0,935810810810811","0,8590604026845637","1,06","13,2","0,7058823529411764","10,0","0,1875","0,31","32,0","1,62","0,2857142857142857","0,44023323615160337","0,17791411042944782","79,7","78,4","2,01","0,18976897689768976","0,391","1,53","37,9","0,48","44,4","0,13753581661891115","0,58","0,21","0,36094674556213013","0,79","39,5","28,6","0,5603217158176943","25,7","0,11","3,44","1,69","2,54","3,43","1,75","0,64","0,48","1,22","0,27848101265822783","0,42","26,9","9,79","5,13","0,5793991416309013","7,62","0,48","0,21","8,2","0,03","0,11","0,5","19,6","0,01","0,41","0,11","0,31","0,75","0,69","0,15","0,05","0,15","8,58","0,1","0,66","1,16","50,0","3,2","5,13","39,2","6,3","44,4","77,8","0,5100354191263281","1,06","0,612617598229109","0,37","2,59","41,2","0,58","2,01","0,27","0,27","1,64","1,38","0,21","19,2","19,2","0,05","13,7","18,0","3,12","39,0","0,21","8,57","18,4","0,11","1,69","0,85","0,21","0,0","0,05","0,0","0,74","5,56","53,0","0,34","0,26","1,43","1,41","1,36","4,65","1,9","1,22","8,37","6,49","0,9","6,03","7,0","9,0","0,48","2,39","5,61",2025-01-31,"5,2797551888202205","9,0","2 028,0"
Alvaro Morata,AC Milan,FW,ITA I 2024,Jun 28,Centre,right,"32,0","13 000,0","189,0","26,0","16,0","1 184,0","5,0","0,0","15,4","0,3","0,46","66,7","0,68","1,22","40,0","0,34219269102990035","0,31835205992509374","21,3","7,14","8,29","8,13","0,30730960581706857","-1,08","4,87","65,3","70,3","87,6","0,65234375","59,6","2,05","18,4","6,54","0,0","0,34","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,3","0,08","0,0","3,42","0,08","4,11","52,4","38,6","11,9","4,33","4,49","0,5472972972972974","0,31950207468879666","2,05","29,6","64,8","34,4","30,7","0,33","0,08","3,7","1,4","0,53","1,89","1,48","78,3","75,0","80,0","36,0","77,8","11,2","20,0","48,3","0,38","0,0","11,9","32,0","0,61","0,38","0,84","0,6521001272804412","0,0","0,3986486486486487","0,389261744966443","0,08","5,0","0,6470588235294117","7,59","0,375","0,33","25,4","1,06","0,7142857142857143","0,24052478134110777","0,2638036809815951","84,5","82,5","1,44","0,16336633663366337","0,5710000000000001","1,22","56,2","0,23","66,7","0,17478510028653294","0,68","0,15","0,22485207100591714","0,84","57,9","30,6","0,3686327077747989","17,2","0,0","4,18","1,9","2,66","4,11","2,28","0,46","0,46","0,91","0,39240506329113933","0,46","11,7","8,36","3,8","0,4206008583690988","5,47","0,38","0,23","16,1","0,0","0,05","0,22222222222222224","7,41","0,0","0,35","0,16","0,17","0,63","0,52","0,08","0,01","0,08","4,09","0,07","0,38","0,53","57,1","1,51","2,05","40,7","2,58","46,2","75,0","0,1357733175914994","0,46","0,5794133923630327","0,23","1,14","44,1","0,3","0,84","0,23","0,23","1,6","1,37","0,23","16,7","16,7","0,0","12,3","18,0","3,04","52,5","0,23","5,78","15,1","0,08","1,29","0,3","0,15","0,0","0,15","0,0","0,53","4,64","47,0","0,87","0,61","1,44","1,38","1,15","3,94","2,35","1,67","7,46","11,14","1,83","9,89","6,0","6,0","0,31","1,0","4,1",2025-01-31,"4,939421293037997","10,0","2 028,0"
Nikola Krstovic,Lecce,FW,ITA I 2024,Jun 27,Centre,right,"24,0","6 000,0","185,0","24,0","22,0","1 882,0","2,0","0,0","14,8","0,14","0,53","54,5","2,96","0,57","45,0","0,23920265780730898","0,50561797752809","28,4","14,8","7,08","7,65","0,1810179869881363","0,0","4,26","61,4","64,9","86,0","0,43359375","53,8","2,15","23,7","4,83","50,0","0,16","87,5","100,0","100,0","100,0","2,0","0,0","0,0","0,0","0,0","0,24","0,0","0,1","2,01","0,17","2,68","59,2","27,3","23,2","2,63","7,22","0,20608108108108114","0,5850622406639006","1,39","17,2","75,0","39,8","35,2","0,52","0,1","7,41","1,03","0,53","0,64","0,52","80,0","66,7","100,0","27,3","75,0","17,4","6,49","22,8","0,29","0,05","16,1","19,5","0,72","0,24","0,53","0,6054306321595248","37,5","1,0","0,7651006711409396","1,53","15,4","0,5098039215686274","11,6","0,275","0,33","37,3","1,4","0,14285714285714285","0,3979591836734693","0,3006134969325154","80,7","79,6","2,58","0,264026402640264","0,4","2,06","37,2","0,53","54,5","0,19197707736389685","0,77","0,29","0,33727810650887574","1,05","40,7","29,0","0,25603217158176944","28,0","0,05","3,92","1,67","2,63","5,6","2,25","0,67","0,62","0,91","0,5316455696202531","0,43","19,0","10,1","4,02","0,41201716738197425","7,84","0,34","0,05","7,88","0,03","0,08","0,33333333333333337","21,2","0,01","0,3","0,09","0,18","0,5","0,42","0,12","0,04","0,12","10,1","0,09","0,56","0,53","27,3","2,79","6,12","38,3","6,65","36,4","50,0","0,6410861865407319","0,57","0,5609666113263235","0,1","2,49","37,4","0,14","2,34","0,05","0,05","0,38","0,34","0,05","14,3","14,3","0,1","13,3","17,2","3,63","46,1","0,38","6,46","15,3","0,0","1,58","0,72","0,19","0,0","0,1","0,0","0,43","5,26","50,0","0,5","0,24","1,15","0,35","0,96","4,37","2,35","0,72","6,94","9,07","1,05","6,79","12,0","13,0","0,2","1,57","5,12",2025-01-31,"4,8841255659716545","11,0","2 027,0"
Patrick Cutrone,Como 1907,FW,ITA I 2024,Jun 28,Left/Centre/Right,right,"27,0","7 000,0","183,0","23,0","22,0","1 620,0","1,0","0,0","14,2","0,39","0,39","33,3","3,0","0,22","29,6","0,2558139534883721","0,6067415730337078","17,8","8,25","8,39","9,33","0,2345962495216227","9,31","5,5","72,3","72,2","90,9","0,6796875","54,9","1,56","16,1","5,56","0,0","0,16","100,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,22","0,11","0,0","2,11","0,18","2,5","55,0","40,8","17,2","2,72","5,56","0,19932432432432434","0,2614107883817427","1,0","27,8","71,1","37,1","32,8","0,24","0,11","7,41","1,03","0,5","1,4","1,09","78,3","60,0","88,9","43,9","77,8","15,5","12,2","-28,98","0,33","0,06","5,95","10,2","0,28","0,33","0,83","0,7984726347051335","36,4","0,6756756756756758","0,7181208053691275","0,61","8,17","0,45098039215686264","10,6","0,4375","0,21","31,9","0,9","0,23809523809523814","0,21865889212827994","0,0","83,9","83,1","1,78","0,24587458745874588","0,39299999999999996","1,72","41,9","0,06","100,0","0,17478510028653294","0,72","0,06","0,17159763313609472","0,78","43,8","28,3","0,4517426273458445","25,4","0,11","4,0","2,33","3,0","4,49","1,67","0,67","0,5","1,5","0,3670886075949368","0,44","55,2","8,83","5,33","0,6137339055793991","7,78","0,44","0,0","10,4","0,04","0,08","0,33333333333333337","14,7","0,01","0,29","0,12","0,25","0,51","0,47","0,16","0,04","0,16","10,3","0,13","0,8","0,44","25,0","0,63","3,78","22,1","4,22","23,8","0,0","0,32231404958677684","0,28","0,3193137797454344","0,0","0,94","22,4","0,11","0,83","0,39","0,39","2,28","1,89","0,5","20,6","20,6","0,06","14,1","20,3","4,44","47,5","0,33","8,67","18,9","0,06","2,0","0,83","0,17","0,0","0,06","0,0","0,67","5,11","47,0","0,53","0,28","0,72","1,89","1,49","2,83","1,55","1,11","7,61","9,69","0,66","4,16","8,0","9,0","0,0","1,18","4,38",2025-01-31,"4,8425222586514165","12,0","2 028,0"
Santiago Castro,Bologna,FW,ITA I 2024,Jun 28,Centre,right,"20,0","25 000,0","179,0","28,0","21,0","1 576,0","4,0","0,0","18,1","0,23","0,23","68,8","2,11","1,26","42,9","0,22923588039867115","0,45318352059925093","17,4","7,5","8,28","7,02","0,23076923076923075","13,6","5,08","76,7","76,7","90,8","0,81640625","58,7","1,83","20,0","4,51","0,0","0,33","100,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,46","0,06","0,0","3,25","0,13","3,65","56,2","28,2","14,8","4,05","6,05","0,28040540540540526","0,41908713692946065","2,0","22,9","73,4","46,5","42,3","0,4","0,29","17,9","0,94","0,34","1,47","1,07","72,7","71,4","60,0","28,1","80,0","13,8","15,8","26,0","0,34","0,11","13,6","31,6","0,69","0,34","0,29","0,7815019092066186","37,5","0,4898648648648649","0,5436241610738255","0,46","6,33","0,411764705882353","8,32","0,47500000000000003","0,29","19,0","0,81","0,33333333333333337","0,06413994169096204","0,042944785276073594","85,5","84,4","1,43","0,1485148514851485","0,529","1,14","55,0","0,29","80,0","0,1461318051575931","0,63","0,23","0,4526627218934911","0,86","60,0","26,6","0,25067024128686327","18,3","0,17","3,48","1,6","2,46","3,13","1,89","1,08","0,86","0,69","0,6835443037974683","0,34","9,73","7,2","3,2","0,24034334763948503","5,77","0,51","0,06","12,3","0,0","0,08","0,33333333333333337","20,8","0,01","0,28","0,13","0,19","0,54","0,45","0,08","0,03","0,08","4,99","0,06","0,36","0,8","28,6","1,16","3,31","31,0","4,45","26,7","25,0","0,38134592680047225","0,46","0,38203283527024534","0,06","1,31","29,5","0,23","1,03","0,17","0,17","0,57","0,4","0,0","42,9","42,9","0,0","10,8","18,4","3,77","56,1","0,23","5,71","14,7","0,06","1,08","0,34","0,23","0,0","0,0","0,0","0,74","4,91","48,0","0,6","0,46","1,54","0,4","0,79","2,63","1,54","1,14","6,62","9,15","1,83","12,13","12,0","15,0","0,24","1,72","3,25",2025-01-31,"4,777638887198744","13,0","2 028,0"
